date,station,tmin,tmax,tavg,prcp,wesd
1999-07-14,USS0010E03S,56.0,219,119,25,0
1999-07-15,USS0010E03S,13.0,190,113,0,0
1999-07-16,USS0010E03S,-18.0,204,91,0,0
1999-07-17,USS0010E03S,24.0,188,96,0,0
1999-07-18,USS0010E03S,31.0,213,125,0,0
1999-07-19,USS0010E03S,24.0,241,120,0,0
1999-07-20,USS0010E03S,20.0,200,117,51,0
1999-07-21,USS0010E03S,53.0,232,144,0,0
1999-07-22,USS0010E03S,36.0,244,140,0,0
1999-07-23,USS0010E03S,18.0,257,146,0,0
1999-07-24,USS0010E03S,69.0,247,165,0,0
1999-07-25,USS0010E03S,21.0,197,112,25,0
1999-07-26,USS0010E03S,-9.0,244,128,0,0
1999-07-27,USS0010E03S,20.0,275,154,0,0
1999-07-28,USS0010E03S,54.0,277,164,0,0
1999-07-29,USS0010E03S,83.0,226,131,51,0
1999-07-30,USS0010E03S,77.0,214,130,0,0
1999-07-31,USS0010E03S,44.0,221,131,0,0
1999-08-01,USS0010E03S,36.0,241,131,0,0
1999-08-02,USS0010E03S,33.0,247,139,0,0
1999-08-03,USS0010E03S,52.0,220,125,25,0
1999-08-04,USS0010E03S,83.0,217,125,51,0
1999-08-05,USS0010E03S,70.0,219,126,0,0
1999-08-06,USS0010E03S,56.0,200,122,0,0
1999-08-07,USS0010E03S,26.0,209,116,0,0
1999-08-08,USS0010E03S,30.0,224,128,25,0
1999-08-09,USS0010E03S,10.0,244,131,0,0
1999-08-10,USS0010E03S,33.0,251,147,0,0
1999-08-11,USS0010E03S,64.0,116,90,51,0
1999-08-12,USS0010E03S,57.0,143,93,25,0
1999-08-13,USS0010E03S,39.0,181,91,51,0
1999-08-14,USS0010E03S,44.0,207,117,0,0
1999-08-15,USS0010E03S,19.0,157,97,0,0
1999-08-16,USS0010E03S,-3.0,204,101,0,0
1999-08-17,USS0010E03S,1.0,228,118,0,0
1999-08-18,USS0010E03S,12.0,259,128,0,0
1999-08-19,USS0010E03S,46.0,232,125,0,0
1999-08-20,USS0010E03S,34.0,229,112,25,0
1999-08-21,USS0010E03S,58.0,226,122,0,0
1999-08-22,USS0010E03S,29.0,230,126,0,0
1999-08-23,USS0010E03S,26.0,258,145,0,0
1999-08-24,USS0010E03S,51.0,228,135,0,0
1999-08-25,USS0010E03S,32.0,230,133,0,0
1999-08-26,USS0010E03S,30.0,261,147,0,0
1999-08-27,USS0010E03S,44.0,262,145,0,0
1999-08-28,USS0010E03S,75.0,158,112,178,0
1999-08-29,USS0010E03S,49.0,206,114,0,0
1999-08-30,USS0010E03S,29.0,225,114,25,0
1999-08-31,USS0010E03S,-1.0,140,68,25,0
1999-09-01,USS0010E03S,-10.0,167,82,51,0
1999-09-02,USS0010E03S,43.0,99,64,102,0
1999-09-03,USS0010E03S,21.0,102,50,51,0
1999-09-04,USS0010E03S,-6.0,109,50,0,0
1999-09-05,USS0010E03S,-14.0,163,70,0,0
1999-09-06,USS0010E03S,-6.0,177,93,0,0
1999-09-07,USS0010E03S,-23.0,121,44,0,0
1999-09-08,USS0010E03S,-48.0,175,60,0,0
1999-09-09,USS0010E03S,-27.0,197,82,0,0
1999-09-10,USS0010E03S,-1.0,166,71,0,0
1999-09-11,USS0010E03S,-22.0,114,38,0,0
1999-09-12,USS0010E03S,-61.0,116,27,0,0
1999-09-13,USS0010E03S,-57.0,163,55,0,0
1999-09-14,USS0010E03S,-28.0,165,66,0,0
1999-09-15,USS0010E03S,-33.0,189,74,0,0
1999-09-16,USS0010E03S,-23.0,192,80,0,0
1999-09-17,USS0010E03S,-18.0,199,80,0,0
1999-09-18,USS0010E03S,-10.0,180,80,0,0
1999-09-19,USS0010E03S,-19.0,140,62,0,0
1999-09-20,USS0010E03S,-43.0,161,55,0,0
1999-09-21,USS0010E03S,-30.0,186,73,0,0
1999-09-22,USS0010E03S,-21.0,185,81,0,0
1999-09-23,USS0010E03S,-23.0,194,81,0,0
1999-09-24,USS0010E03S,23.0,142,80,0,0
1999-09-25,USS0010E03S,0.0,128,58,0,0
1999-09-26,USS0010E03S,-92.0,37,-24,0,0
1999-09-27,USS0010E03S,-96.0,25,-40,0,0
1999-09-28,USS0010E03S,-133.0,60,-32,0,0
1999-09-29,USS0010E03S,,129,23,25,0
1999-09-30,USS0010E03S,-39.0,137,60,0,25
1999-10-01,USS0010E03S,-29.0,96,33,0,0
1999-10-02,USS0010E03S,-74.0,76,-7,0,0
1999-10-03,USS0010E03S,-93.0,103,0,0,0
1999-10-04,USS0010E03S,-69.0,144,30,0,0
1999-10-05,USS0010E03S,-67.0,175,52,0,0
1999-10-06,USS0010E03S,-20.0,140,50,0,0
1999-10-07,USS0010E03S,-47.0,105,32,0,0
1999-10-08,USS0010E03S,-29.0,127,46,0,0
1999-10-09,USS0010E03S,11.0,147,80,0,0
1999-10-10,USS0010E03S,-18.0,162,65,0,0
1999-10-11,USS0010E03S,-21.0,151,76,0,0
1999-10-12,USS0010E03S,4.0,142,83,0,0
1999-10-13,USS0010E03S,-28.0,158,58,0,0
1999-10-14,USS0010E03S,-11.0,139,54,0,0
1999-10-15,USS0010E03S,-90.0,35,-28,0,0
1999-10-16,USS0010E03S,-109.0,22,-50,0,0
1999-10-17,USS0010E03S,-114.0,52,-20,0,0
1999-10-18,USS0010E03S,-85.0,44,-8,0,0
1999-10-19,USS0010E03S,-119.0,83,-21,0,0
1999-10-20,USS0010E03S,-90.0,129,5,0,0
1999-10-21,USS0010E03S,-81.0,131,15,0,0
1999-10-22,USS0010E03S,-82.0,152,16,0,0
1999-10-23,USS0010E03S,-89.0,158,16,0,0
1999-10-24,USS0010E03S,-80.0,139,31,0,0
1999-10-25,USS0010E03S,-47.0,133,29,0,0
1999-10-26,USS0010E03S,-42.0,144,40,0,0
1999-10-27,USS0010E03S,-30.0,75,20,0,0
1999-10-28,USS0010E03S,-26.0,50,2,102,102
1999-10-29,USS0010E03S,-24.0,10,-11,0,102
1999-10-30,USS0010E03S,-67.0,54,-13,0,102
1999-10-31,USS0010E03S,-57.0,90,16,25,127
1999-11-01,USS0010E03S,-130.0,-6,-59,0,102
1999-11-02,USS0010E03S,-146.0,57,-41,0,102
1999-11-03,USS0010E03S,-66.0,86,3,0,102
1999-11-04,USS0010E03S,-13.0,73,41,25,102
1999-11-05,USS0010E03S,2.0,96,44,0,51
1999-11-06,USS0010E03S,-23.0,134,33,0,25
1999-11-07,USS0010E03S,-52.0,136,35,0,25
1999-11-08,USS0010E03S,-9.0,105,41,0,0
1999-11-09,USS0010E03S,-34.0,55,6,0,0
1999-11-10,USS0010E03S,-50.0,83,13,0,0
1999-11-11,USS0010E03S,-19.0,118,33,0,0
1999-11-12,USS0010E03S,-36.0,130,31,0,0
1999-11-13,USS0010E03S,-47.0,114,17,0,0
1999-11-14,USS0010E03S,-74.0,128,3,0,0
1999-11-15,USS0010E03S,-101.0,137,11,0,0
1999-11-16,USS0010E03S,-60.0,104,8,0,0
1999-11-17,USS0010E03S,-56.0,115,11,0,0
1999-11-18,USS0010E03S,-36.0,-8,-23,0,0
1999-11-19,USS0010E03S,-89.0,36,-23,0,0
1999-11-20,USS0010E03S,-106.0,16,-25,51,76
1999-11-21,USS0010E03S,-121.0,-26,-76,25,76
1999-11-22,USS0010E03S,-165.0,-46,-103,0,51
1999-11-23,USS0010E03S,-172.0,-48,-110,0,25
1999-11-24,USS0010E03S,-139.0,-46,-81,76,102
1999-11-25,USS0010E03S,-56.0,5,-23,178,279
1999-11-26,USS0010E03S,-51.0,16,-1,76,356
1999-11-27,USS0010E03S,-48.0,15,-10,25,356
1999-11-28,USS0010E03S,-73.0,24,-34,0,356
1999-11-29,USS0010E03S,-124.0,28,-40,25,356
1999-11-30,USS0010E03S,-49.0,59,-7,0,356
1999-12-01,USS0010E03S,-57.0,8,-22,25,356
1999-12-02,USS0010E03S,-78.0,-42,-59,0,356
1999-12-03,USS0010E03S,-207.0,-47,-101,0,356
1999-12-04,USS0010E03S,-255.0,-55,-165,0,356
1999-12-05,USS0010E03S,-207.0,-50,-132,0,356
1999-12-06,USS0010E03S,-195.0,-35,-91,102,432
1999-12-07,USS0010E03S,-247.0,-49,-110,0,432
1999-12-08,USS0010E03S,-244.0,-70,-133,0,457
1999-12-09,USS0010E03S,-127.0,-45,-85,25,483
1999-12-10,USS0010E03S,-157.0,-52,-93,0,483
1999-12-11,USS0010E03S,-159.0,-78,-102,51,533
1999-12-12,USS0010E03S,-88.0,-25,-46,76,610
1999-12-13,USS0010E03S,-195.0,-18,-79,0,635
1999-12-14,USS0010E03S,-240.0,-98,-145,76,686
1999-12-15,USS0010E03S,-105.0,-63,-86,102,787
1999-12-16,USS0010E03S,-62.0,-21,-41,51,838
1999-12-17,USS0010E03S,-65.0,-7,-40,25,864
1999-12-18,USS0010E03S,-56.0,-18,-38,102,965
1999-12-19,USS0010E03S,-125.0,-56,-83,25,991
1999-12-20,USS0010E03S,-83.0,-45,-63,51,1067
1999-12-21,USS0010E03S,-91.0,-45,-66,25,1092
1999-12-22,USS0010E03S,-149.0,0,-67,0,1092
1999-12-23,USS0010E03S,-174.0,-29,-107,0,1092
1999-12-24,USS0010E03S,-183.0,-23,-110,0,1092
1999-12-25,USS0010E03S,-188.0,-25,-112,0,1092
1999-12-26,USS0010E03S,-204.0,-16,-113,25,1092
1999-12-27,USS0010E03S,-168.0,-7,-96,0,1092
1999-12-28,USS0010E03S,-183.0,-15,-113,0,1092
1999-12-29,USS0010E03S,-207.0,-13,-130,0,1092
1999-12-30,USS0010E03S,-219.0,-46,-141,0,1092
1999-12-31,USS0010E03S,-143.0,-10,-75,102,1168
2000-01-01,USS0010E03S,-83.0,-29,-63,25,1194
2000-01-02,USS0010E03S,-160.0,-63,-106,0,1194
2000-01-03,USS0010E03S,-156.0,-96,-130,0,1194
2000-01-04,USS0010E03S,-140.0,-56,-82,102,1346
2000-01-05,USS0010E03S,-114.0,-59,-92,0,1346
2000-01-06,USS0010E03S,-127.0,-72,-107,0,1346
2000-01-07,USS0010E03S,-161.0,-48,-110,25,1346
2000-01-08,USS0010E03S,-111.0,-61,-82,51,1422
2000-01-09,USS0010E03S,-106.0,-65,-80,76,1499
2000-01-10,USS0010E03S,-117.0,-36,-89,76,1549
2000-01-11,USS0010E03S,-51.0,-11,-30,254,1829
2000-01-12,USS0010E03S,-139.0,-44,-96,0,1829
2000-01-13,USS0010E03S,-154.0,-18,-77,51,1854
2000-01-14,USS0010E03S,-38.0,31,0,25,1880
2000-01-15,USS0010E03S,-15.0,21,-1,51,1905
2000-01-16,USS0010E03S,-36.0,40,-1,25,1930
2000-01-17,USS0010E03S,-169.0,1,-74,0,1930
2000-01-18,USS0010E03S,-168.0,29,-55,25,1956
2000-01-19,USS0010E03S,-73.0,-14,-35,0,1956
2000-01-20,USS0010E03S,-33.0,17,-10,25,1981
2000-01-21,USS0010E03S,-57.0,2,-32,0,1981
2000-01-22,USS0010E03S,-91.0,-35,-66,0,1981
2000-01-23,USS0010E03S,-110.0,-34,-80,25,1981
2000-01-24,USS0010E03S,-84.0,-14,-49,25,2007
2000-01-25,USS0010E03S,-66.0,12,-28,0,2032
2000-01-26,USS0010E03S,-97.0,-9,-53,0,2032
2000-01-27,USS0010E03S,-168.0,-49,-110,0,2032
2000-01-28,USS0010E03S,-258.0,-61,-151,0,2032
2000-01-29,USS0010E03S,-293.0,-81,-198,0,2032
2000-01-30,USS0010E03S,-308.0,-49,-191,0,2032
2000-01-31,USS0010E03S,-292.0,-28,-161,0,2032
2000-02-01,USS0010E03S,-143.0,-41,-78,25,2057
2000-02-02,USS0010E03S,-55.0,8,-25,0,2057
2000-02-03,USS0010E03S,-184.0,-5,-61,0,2057
2000-02-04,USS0010E03S,-222.0,15,-102,0,2057
2000-02-05,USS0010E03S,-83.0,9,-34,76,2134
2000-02-06,USS0010E03S,-76.0,28,-20,0,2134
2000-02-07,USS0010E03S,-99.0,40,-37,0,2134
2000-02-08,USS0010E03S,-101.0,52,-28,0,2134
2000-02-09,USS0010E03S,-26.0,25,-3,76,2210
2000-02-10,USS0010E03S,-144.0,6,-54,0,2210
2000-02-11,USS0010E03S,-145.0,-4,-57,51,2286
2000-02-12,USS0010E03S,-49.0,11,-27,51,2337
2000-02-13,USS0010E03S,-62.0,-32,-50,76,2413
2000-02-14,USS0010E03S,-49.0,14,-13,152,2591
2000-02-15,USS0010E03S,-74.0,-21,-46,25,2591
2000-02-16,USS0010E03S,-102.0,-8,-58,0,2591
2000-02-17,USS0010E03S,-199.0,4,-96,0,2591
2000-02-18,USS0010E03S,-237.0,-35,-115,0,2591
2000-02-19,USS0010E03S,-183.0,-11,-84,0,2591
2000-02-20,USS0010E03S,-247.0,49,-92,25,2616
2000-02-21,USS0010E03S,-40.0,60,-4,25,2642
2000-02-22,USS0010E03S,-68.0,43,-16,25,2642
2000-02-23,USS0010E03S,-91.0,32,-28,0,2642
2000-02-24,USS0010E03S,-64.0,28,-27,25,2692
2000-02-25,USS0010E03S,-181.0,-38,-78,0,2718
2000-02-26,USS0010E03S,-170.0,-28,-75,76,2743
2000-02-27,USS0010E03S,-51.0,47,-6,25,2794
2000-02-28,USS0010E03S,-31.0,30,-6,0,2794
2000-02-29,USS0010E03S,-101.0,17,-34,0,2794
2000-03-01,USS0010E03S,-95.0,28,-30,0,2794
2000-03-02,USS0010E03S,-106.0,37,-29,0,2794
2000-03-03,USS0010E03S,-145.0,74,-43,0,2794
2000-03-04,USS0010E03S,-127.0,82,-32,0,2794
2000-03-05,USS0010E03S,-111.0,115,6,51,2819
2000-03-06,USS0010E03S,-33.0,49,3,0,2845
2000-03-07,USS0010E03S,-68.0,21,-27,51,2921
2000-03-08,USS0010E03S,-56.0,2,-36,51,2946
2000-03-09,USS0010E03S,-84.0,19,-36,25,2972
2000-03-10,USS0010E03S,-78.0,7,-39,0,2972
2000-03-11,USS0010E03S,-158.0,-1,-61,25,3023
2000-03-12,USS0010E03S,-215.0,-16,-88,51,3023
2000-03-13,USS0010E03S,-72.0,5,-39,25,3023
2000-03-14,USS0010E03S,-89.0,34,-28,0,3073
2000-03-15,USS0010E03S,-152.0,18,-68,0,3073
2000-03-16,USS0010E03S,-192.0,38,-59,51,3073
2000-03-17,USS0010E03S,-83.0,-1,-43,51,3124
2000-03-18,USS0010E03S,-114.0,6,-51,25,3150
2000-03-19,USS0010E03S,-145.0,-2,-58,51,3226
2000-03-20,USS0010E03S,-203.0,-20,-109,0,3226
2000-03-21,USS0010E03S,-266.0,44,-98,25,3226
2000-03-22,USS0010E03S,-163.0,106,-31,25,3251
2000-03-23,USS0010E03S,-121.0,81,-36,25,3277
2000-03-24,USS0010E03S,-200.0,16,-79,0,3277
2000-03-25,USS0010E03S,-181.0,79,-28,25,3302
2000-03-26,USS0010E03S,-68.0,73,2,0,3302
2000-03-27,USS0010E03S,-95.0,97,8,25,3302
2000-03-28,USS0010E03S,-52.0,42,-1,0,3302
2000-03-29,USS0010E03S,-123.0,-2,-54,0,3302
2000-03-30,USS0010E03S,-125.0,27,-45,0,3302
2000-03-31,USS0010E03S,-176.0,40,-57,0,3302
2000-04-01,USS0010E03S,-144.0,39,-39,25,3327
2000-04-02,USS0010E03S,-126.0,-1,-44,0,3327
2000-04-03,USS0010E03S,-192.0,69,-46,0,3353
2000-04-04,USS0010E03S,-85.0,116,36,25,3302
2000-04-05,USS0010E03S,-5.0,79,35,0,3277
2000-04-06,USS0010E03S,-86.0,44,-8,0,3251
2000-04-07,USS0010E03S,-110.0,43,-34,0,3251
2000-04-08,USS0010E03S,-123.0,109,-7,25,3251
2000-04-09,USS0010E03S,-69.0,72,0,0,3251
2000-04-10,USS0010E03S,-43.0,89,18,0,3251
2000-04-11,USS0010E03S,-68.0,106,22,0,3226
2000-04-12,USS0010E03S,-7.0,120,63,25,3226
2000-04-13,USS0010E03S,11.0,128,60,25,3175
2000-04-14,USS0010E03S,-24.0,68,18,0,3175
2000-04-15,USS0010E03S,-39.0,96,19,25,3073
2000-04-16,USS0010E03S,-22.0,70,22,25,3048
2000-04-17,USS0010E03S,-16.0,73,27,0,3023
2000-04-18,USS0010E03S,-24.0,78,25,25,2972
2000-04-19,USS0010E03S,-4.0,115,45,0,2896
2000-04-20,USS0010E03S,-17.0,102,40,0,2845
2000-04-21,USS0010E03S,-34.0,142,55,25,2718
2000-04-22,USS0010E03S,-14.0,102,43,0,2692
2000-04-23,USS0010E03S,-7.0,70,22,51,2692
2000-04-24,USS0010E03S,-55.0,43,-3,0,2692
2000-04-25,USS0010E03S,-72.0,64,7,102,2718
2000-04-26,USS0010E03S,-24.0,96,31,0,2667
2000-04-27,USS0010E03S,-48.0,166,58,25,2489
2000-04-28,USS0010E03S,10.0,166,83,25,2261
2000-04-29,USS0010E03S,-69.0,54,2,0,2261
2000-04-30,USS0010E03S,-91.0,131,22,25,2108
2000-05-01,USS0010E03S,-42.0,173,66,25,1905
2000-05-02,USS0010E03S,-19.0,159,65,0,1727
2000-05-03,USS0010E03S,-24.0,164,82,0,1499
2000-05-04,USS0010E03S,22.0,119,80,0,1321
2000-05-05,USS0010E03S,-11.0,80,24,0,1245
2000-05-06,USS0010E03S,-7.0,49,15,51,1270
2000-05-07,USS0010E03S,-2.0,58,19,127,1397
2000-05-08,USS0010E03S,-5.0,68,15,127,1499
2000-05-09,USS0010E03S,-1.0,49,16,76,1575
2000-05-10,USS0010E03S,-20.0,72,18,25,1575
2000-05-11,USS0010E03S,-48.0,24,-28,76,1575
2000-05-12,USS0010E03S,-79.0,55,-20,0,1600
2000-05-13,USS0010E03S,-85.0,75,5,51,1600
2000-05-14,USS0010E03S,-21.0,139,51,0,1524
2000-05-15,USS0010E03S,-3.0,135,63,0,1397
2000-05-16,USS0010E03S,17.0,140,57,25,1321
2000-05-17,USS0010E03S,-17.0,86,35,51,1219
2000-05-18,USS0010E03S,-30.0,135,54,0,991
2000-05-19,USS0010E03S,1.0,124,63,0,813
2000-05-20,USS0010E03S,-17.0,150,71,0,584
2000-05-21,USS0010E03S,12.0,158,88,25,305
2000-05-22,USS0010E03S,31.0,164,90,0,0
2000-05-23,USS0010E03S,15.0,144,86,25,0
2000-05-24,USS0010E03S,29.0,138,75,76,0
2000-05-25,USS0010E03S,11.0,148,64,51,0
2000-05-26,USS0010E03S,3.0,118,49,51,0
2000-05-27,USS0010E03S,4.0,147,80,76,0
2000-05-28,USS0010E03S,34.0,136,76,152,0
2000-05-29,USS0010E03S,5.0,150,85,25,0
2000-05-30,USS0010E03S,-13.0,169,81,0,0
2000-05-31,USS0010E03S,-6.0,109,51,0,0
2000-06-01,USS0010E03S,-35.0,154,62,0,0
2000-06-02,USS0010E03S,-25.0,211,107,0,0
2000-06-03,USS0010E03S,3.0,201,115,0,0
2000-06-04,USS0010E03S,10.0,220,119,0,0
2000-06-05,USS0010E03S,8.0,254,134,0,0
2000-06-06,USS0010E03S,33.0,224,135,0,0
2000-06-07,USS0010E03S,27.0,248,148,0,0
2000-06-08,USS0010E03S,51.0,206,121,0,0
2000-06-09,USS0010E03S,31.0,141,76,25,0
2000-06-10,USS0010E03S,22.0,127,64,25,0
2000-06-11,USS0010E03S,6.0,155,88,51,0
2000-06-12,USS0010E03S,32.0,76,55,127,0
2000-06-13,USS0010E03S,21.0,122,62,51,0
2000-06-14,USS0010E03S,36.0,165,101,76,0
2000-06-15,USS0010E03S,0.0,117,71,0,0
2000-06-16,USS0010E03S,-13.0,107,41,0,0
2000-06-17,USS0010E03S,-26.0,137,64,25,0
2000-06-18,USS0010E03S,-10.0,206,116,0,0
2000-06-19,USS0010E03S,6.0,107,49,152,0
2000-06-20,USS0010E03S,5.0,127,59,51,0
2000-06-21,USS0010E03S,-10.0,189,102,0,0
2000-06-22,USS0010E03S,18.0,201,116,25,0
2000-06-23,USS0010E03S,23.0,210,128,0,0
2000-06-24,USS0010E03S,36.0,203,135,0,0
2000-06-25,USS0010E03S,11.0,166,98,0,0
2000-06-26,USS0010E03S,-14.0,200,91,0,0
2000-06-27,USS0010E03S,19.0,163,93,0,0
2000-06-28,USS0010E03S,-7.0,210,114,25,0
2000-06-29,USS0010E03S,31.0,214,126,0,0
2000-06-30,USS0010E03S,28.0,244,144,0,0
2000-07-01,USS0010E03S,58.0,218,139,0,0
2000-07-02,USS0010E03S,31.0,232,135,0,0
2000-07-03,USS0010E03S,28.0,222,134,0,0
2000-07-04,USS0010E03S,29.0,164,98,0,0
2000-07-05,USS0010E03S,3.0,225,125,0,0
2000-07-06,USS0010E03S,16.0,194,111,0,0
2000-07-07,USS0010E03S,13.0,231,133,0,0
2000-07-08,USS0010E03S,18.0,237,142,0,0
2000-07-09,USS0010E03S,56.0,220,135,0,0
2000-07-10,USS0010E03S,37.0,182,110,0,0
2000-07-11,USS0010E03S,26.0,215,111,0,0
2000-07-12,USS0010E03S,20.0,265,145,0,0
2000-07-13,USS0010E03S,38.0,276,168,25,0
2000-07-14,USS0010E03S,47.0,275,162,0,0
2000-07-15,USS0010E03S,40.0,262,162,0,0
2000-07-16,USS0010E03S,89.0,252,163,0,0
2000-07-17,USS0010E03S,72.0,197,116,0,0
2000-07-18,USS0010E03S,45.0,188,93,127,0
2000-07-19,USS0010E03S,44.0,194,101,0,0
2000-07-20,USS0010E03S,22.0,229,117,0,0
2000-07-21,USS0010E03S,15.0,233,126,0,0
2000-07-22,USS0010E03S,15.0,282,155,0,0
2000-07-23,USS0010E03S,75.0,266,174,0,0
2000-07-24,USS0010E03S,32.0,228,139,25,0
2000-07-25,USS0010E03S,13.0,252,143,0,0
2000-07-26,USS0010E03S,40.0,248,141,0,0
2000-07-27,USS0010E03S,61.0,267,163,0,0
2000-07-28,USS0010E03S,51.0,271,162,0,0
2000-07-29,USS0010E03S,49.0,284,165,0,0
2000-07-30,USS0010E03S,54.0,286,176,0,0
2000-07-31,USS0010E03S,91.0,289,188,0,0
2000-08-01,USS0010E03S,69.0,289,155,51,0
2000-08-02,USS0010E03S,61.0,258,158,25,0
2000-08-03,USS0010E03S,62.0,251,148,0,0
2000-08-04,USS0010E03S,83.0,176,123,76,0
2000-08-05,USS0010E03S,49.0,203,125,0,0
2000-08-06,USS0010E03S,15.0,222,132,0,0
2000-08-07,USS0010E03S,71.0,234,153,0,0
2000-08-08,USS0010E03S,26.0,253,142,0,0
2000-08-09,USS0010E03S,41.0,267,158,0,0
2000-08-10,USS0010E03S,89.0,229,135,25,0
2000-08-11,USS0010E03S,26.0,218,139,0,0
2000-08-12,USS0010E03S,-12.0,242,120,0,0
2000-08-13,USS0010E03S,13.0,253,144,0,0
2000-08-14,USS0010E03S,15.0,244,135,0,0
2000-08-15,USS0010E03S,23.0,263,139,0,0
2000-08-16,USS0010E03S,35.0,237,136,0,0
2000-08-17,USS0010E03S,8.0,247,129,0,0
2000-08-18,USS0010E03S,36.0,161,90,51,0
2000-08-19,USS0010E03S,4.0,219,117,0,0
2000-08-20,USS0010E03S,26.0,178,110,0,0
2000-08-21,USS0010E03S,-6.0,207,101,0,0
2000-08-22,USS0010E03S,-6.0,254,122,0,0
2000-08-23,USS0010E03S,28.0,259,151,0,0
2000-08-24,USS0010E03S,58.0,230,134,0,0
2000-08-25,USS0010E03S,31.0,241,134,0,0
2000-08-26,USS0010E03S,39.0,225,106,76,0
2000-08-27,USS0010E03S,14.0,213,122,51,0
2000-08-28,USS0010E03S,19.0,210,121,0,0
2000-08-29,USS0010E03S,3.0,219,115,0,0
2000-08-30,USS0010E03S,40.0,117,77,25,0
2000-08-31,USS0010E03S,20.0,163,80,76,0
2000-09-01,USS0010E03S,39.0,122,74,0,0
2000-09-02,USS0010E03S,13.0,135,65,0,0
2000-09-03,USS0010E03S,-11.0,163,68,0,0
2000-09-04,USS0010E03S,-12.0,211,93,0,0
2000-09-05,USS0010E03S,-7.0,191,87,0,0
2000-09-06,USS0010E03S,-17.0,73,26,0,0
2000-09-07,USS0010E03S,-23.0,158,57,0,0
2000-09-08,USS0010E03S,-12.0,180,96,25,0
2000-09-09,USS0010E03S,-7.0,105,58,0,0
2000-09-10,USS0010E03S,-26.0,147,65,25,0
2000-09-11,USS0010E03S,10.0,153,82,0,0
2000-09-12,USS0010E03S,1.0,193,96,0,0
2000-09-13,USS0010E03S,6.0,210,107,0,0
2000-09-14,USS0010E03S,10.0,245,119,0,0
2000-09-15,USS0010E03S,6.0,255,126,0,0
2000-09-16,USS0010E03S,10.0,249,122,0,0
2000-09-17,USS0010E03S,34.0,183,102,0,0
2000-09-18,USS0010E03S,8.0,160,90,0,0
2000-09-19,USS0010E03S,-18.0,126,55,0,0
2000-09-20,USS0010E03S,-69.0,126,34,0,0
2000-09-21,USS0010E03S,-47.0,57,5,0,0
2000-09-22,USS0010E03S,-72.0,-31,-57,76,76
2000-09-23,USS0010E03S,-79.0,26,-40,0,51
2000-09-24,USS0010E03S,-104.0,84,-16,25,76
2000-09-25,USS0010E03S,-80.0,123,16,0,76
2000-09-26,USS0010E03S,-61.0,132,31,0,51
2000-09-27,USS0010E03S,-51.0,156,43,0,0
2000-09-28,USS0010E03S,-45.0,171,64,51,0
2000-09-29,USS0010E03S,14.0,165,88,25,0
2000-09-30,USS0010E03S,8.0,136,81,0,0
2000-10-01,USS0010E03S,4.0,69,43,102,0
2000-10-02,USS0010E03S,-9.0,87,35,51,0
2000-10-03,USS0010E03S,-18.0,89,28,0,0
2000-10-04,USS0010E03S,-38.0,88,16,0,0
2000-10-05,USS0010E03S,-78.0,51,-19,0,0
2000-10-06,USS0010E03S,-105.0,73,-23,0,0
2000-10-07,USS0010E03S,-126.0,118,-16,0,0
2000-10-08,USS0010E03S,-97.0,140,6,0,0
2000-10-09,USS0010E03S,-89.0,159,22,0,0
2000-10-10,USS0010E03S,-40.0,160,48,51,0
2000-10-11,USS0010E03S,-7.0,73,16,76,76
2000-10-12,USS0010E03S,-10.0,25,3,51,127
2000-10-13,USS0010E03S,-16.0,31,1,51,152
2000-10-14,USS0010E03S,-19.0,39,6,25,152
2000-10-15,USS0010E03S,-22.0,57,9,25,152
2000-10-16,USS0010E03S,-23.0,72,17,0,152
2000-10-17,USS0010E03S,-38.0,120,23,0,152
2000-10-18,USS0010E03S,-32.0,130,37,0,152
2000-10-19,USS0010E03S,-33.0,80,19,0,127
2000-10-20,USS0010E03S,-41.0,110,24,0,127
2000-10-21,USS0010E03S,-23.0,38,7,0,76
2000-10-22,USS0010E03S,-50.0,71,3,0,0
2000-10-23,USS0010E03S,-65.0,125,14,0,0
2000-10-24,USS0010E03S,-30.0,74,22,25,0
2000-10-25,USS0010E03S,1.0,58,32,0,0
2000-10-26,USS0010E03S,-22.0,87,19,0,0
2000-10-27,USS0010E03S,-24.0,87,22,0,0
2000-10-28,USS0010E03S,-16.0,85,19,25,0
2000-10-29,USS0010E03S,-12.0,58,13,0,0
2000-10-30,USS0010E03S,-11.0,65,15,102,178
2000-10-31,USS0010E03S,-27.0,33,-7,0,178
2000-11-01,USS0010E03S,-106.0,-2,-53,0,178
2000-11-02,USS0010E03S,-155.0,-21,-88,0,178
2000-11-03,USS0010E03S,-167.0,8,-75,0,178
2000-11-04,USS0010E03S,-126.0,40,-42,76,178
2000-11-05,USS0010E03S,-89.0,-20,-53,0,203
2000-11-06,USS0010E03S,-145.0,-55,-97,0,203
2000-11-07,USS0010E03S,-194.0,-24,-114,0,203
2000-11-08,USS0010E03S,-148.0,-44,-81,25,203
2000-11-09,USS0010E03S,-172.0,-43,-90,0,203
2000-11-10,USS0010E03S,-254.0,-88,-176,0,203
2000-11-11,USS0010E03S,-226.0,-73,-140,0,203
2000-11-12,USS0010E03S,-209.0,-69,-133,0,203
2000-11-13,USS0010E03S,-224.0,-79,-143,0,203
2000-11-14,USS0010E03S,-198.0,-18,-103,51,254
